lom.general.title,lom.general.description,lom.general.keyword,lom.technical.location,valuespaces.discipline,valuespaces.learningResourceType
"""Paul Temple und der Fall Conrad"" (3/6) - Kult-Krimiserie von Francis Durbridge","Rätselhafte Anrufe erreichen das Ehepaar Temple. Im Laufe der Nachforschungen wird immer deutlicher, dass es sich nicht allein um das Verschwinden einer jungen Engländerin handelt. Es sieht so aus, als sollte Paul Temple recht behalten, als er sagte, man würde Betty Conrad finden - tot, in einem blauen Mantel. // Mit Karl John, Rosemarie Fendel, Fritz Straßner, Horst Tappert u.a. / Regie: Willy Purucker / BR 1959 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/paul-temple-und-der-fall-conrad-3-6-kult-krimiserie-von-francis-durbridge/1802105,['Deutsch'],['Audio']
"""Patty Hearst - Princess and Terrorist"" von Stereo Total","Die Verwandlung eines High-Society-Girls zur Bankräuberin und wieder zurück: Die 19-jährige Millionenerbin Patty Hearst wird von der Guerillagruppe SLA entführt. Sie schließt sich ihnen an, raubt Banken aus und wird im Vietnamkriegs-Amerika zur revolutionären Ikone. Nach ihrer Verhaftung sie, einer Gehirnwäsche unterzogen worden zu sein.",,https://www.br.de/mediathek/podcast/hoerspiel-pool/patty-hearst-princess-and-terrorist-von-stereo-total/30996,['Deutsch'],['Audio']
"""Paul Temple und der Fall Conrad"" (2/6) - Kult-Krimiserie von Francis Durbridge","Noch haben Paul Temple und seine Frau Steve keine Ergebnisse - Betty wird seit einer Woche vermisst, ihr Vater Dr. Conrad kommt erst jetzt nach Bayern. Und wieder findet Paul Temple eines von diesen merkwürdigen Cocktailstäbchen. // Mit Karl John, Rosemarie Fendel, Fritz Straßner, Horst Tappert u.a. / Regie: Willy Purucker / BR 1959 // Mehr Hörspiele unter www.hörspielpool.de
",,https://www.br.de/mediathek/podcast/hoerspiel-pool/paul-temple-und-der-fall-conrad-2-6-kult-krimiserie-von-francis-durbridge/1801733,['Deutsch'],['Audio']
"Entscheiden über das Schicksal Geflüchteter - ""Die Anhörerin"" von Andreas Unger","Anerkennen oder Abschieben? Ex-Schauspielerin Anne prüft in ihrem neuen Job beim Bundesamt für Migration und Flüchtlinge täglich Asylanträge. Privat gerät sie deshalb unter Druck: Die einen beschimpfen sie als Flüchtlingshelferin, andere als Handlangerin der Abschiebeindustrie. Anne merkt: Ihre Verantwortung ist immens. Mit Susanne Schroeder, Heinz Josef Braun, Markus Böker / Komposition: We Are Modular / Regie: Teresa Hoerl / BR 2019 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter
",,https://www.br.de/mediathek/podcast/hoerspiel-pool/entscheiden-ueber-das-schicksal-gefluechteter-die-anhoererin-von-andreas-unger/1665937,['Deutsch'],['Audio']
"""Ante oder der Thunfisch"" von Joel László","""Ante oder der Thunfisch"" ist der Versuch, die internationale Strafgerichtsbarkeit Europas mit literarischen Mitteln zu messen: Der kroatische General Ante Gotovina wird 2011 in Den Haag des Verbrechens gegen die Menschlichkeit für schuldig befunden. Ein Jahr später ist er ein freier Mann. Heute zählt er zu den bedeutendsten Thunfisch-Exporteuren des Mittelmeeres // Mit Mit Lilith Häßle, Oliver Nägele, Till Firit, Götz Schulte, Jakob Gessner, Tommi Piper, Michele Cuciuffo, Wilhelm Manske, Mara Widmann // Komposition: Florentin Berger-Monit, Johannes Wernicke // Regie: Henri Hüster // BR 2019 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter



",,https://www.br.de/mediathek/podcast/hoerspiel-pool/ante-oder-der-thunfisch-von-joel-l-szl/1761632,['Deutsch'],['Audio']
"""Paul Temple und der Fall Conrad"" (1/6) - Kult-Krimiserie von Francis Durbridge","Der englische Kriminalschriftsteller Paul Temple sucht mit Scotland Yard in Garmisch die vermisste Betty, Tochter eines Londoner Neurologen - ein Cocktailstäbchen gibt rätselhafte Hinweise. // Mit Karl John, Rosemarie Fendel, Fritz Straßner, Horst Tappert u.a. / Regie: Willy Purucker / BR 1959 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/paul-temple-und-der-fall-conrad-1-6-kult-krimiserie-von-francis-durbridge/1801366,['Deutsch'],['Audio']
"""Der Monopteros” von Alois Johannes Lippl","Historisches Hörspiel: Fanny und ihr Verlobter, Elvira und ihr Kanarienvogel, Betrunkene und Studenten in Geldnot  - der Monopteros in München kann viel erzählen. Mit Liesl Karlstadt, Michl Lang, Irene Kohl, Franz Fröhlich u.a. //Komposition: Winfried Zillig // Regie: Alois Johannes Lippl //BR 1956",,https://www.br.de/mediathek/podcast/hoerspiel-pool/der-monopteros-von-alois-johannes-lippl/1801017,['Deutsch'],['Audio']
"""Der Jäger von Fall"" von Ludwig Ganghofer - Bergdrama in den Lenggrieser Alpen","Heimatdrama aus den Lenggrieser Alpen um Modei, eine verarmte junge Sennerin, den Wilderer Blasi und den Jäger Friedl. Mit den Volksschauspielern Hans Baur, Ida Schumacher, Adele Hoffmann, Fritz Straßner, Wastl Witt u.a. / Regie: Peter Glas / BR 1954 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/der-jaeger-von-fall-von-ludwig-ganghofer-bergdrama-in-den-lenggrieser-alpen/1801016,['Deutsch'],['Audio']
"""Bilder deiner großen Liebe"" von Wolfgang Herrndorf","""Bilder deiner großen Liebe"" ist die Vorgeschichte zu ""Tschick"" - dem Erfolgsroman von Wolfgang Herrndorf. Die zwei jugendlichen Ausreißer Maik und Tschick treffen dort auf das Mädchen Isa. Jetzt erzählt Isa ihre eigene Geschichte: Wie sie aus einer Anstalt ausbricht und sich zum Road Trip ihres Lebens aufmacht. // Komposition: Luke Howard // Regie: Sebastian Stern // BR 2019 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/bilder-deiner-grossen-liebe-von-wolfgang-herrndorf/1519944,['Deutsch'],['Audio']
"""Väter und Töchter"" von Thilo Reffert","Ex-Kommissar Fischer wird von seiner ehemaligen Assistentin Annika de Beer gebeten, ihr im Fall eines jungen Russen mit abgelehntem Asylantrag zu helfen. Könnte Fischer nicht seinen alten Kollegen in der Zentralen Abschiebestelle anrufen? // Mit Hilmar Eichhorn, Nele Rosetz u.a. / Regie: Götz Fritsch / MDR 2013// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/vaeter-und-toechter-von-thilo-reffert/1800340,['Deutsch'],['Audio']
"""Güldens Schwester"" von Björn Bicker","Lehrerin Fatma wird Zeugin eines schrecklichen Verbrechens. Auf dem Schulhof tötet ein Junge seinen Mitschüler mit einem Messer. Von einem Moment auf den nächsten ist für Fatma nichts mehr wie zuvor. Sie fragt sich, warum sie Lehrerin geworden ist und was das mit der Einwanderungsgeschichte ihrer Familie zu tun hat, mit ihrer Mutter. Sie spricht über Liebe, Mitgefühl und den täglichen Rassismus, den sie von klein auf erlebt hat. Und während sie erzählt, taucht die Erinnerung an ihre Schwester wieder auf: Gülden wurde als Kind von einem Auto überfahren, dessen Fahrer nie ermittelt wurde.

/ Mit Meriam Abbas, Yodit Tarikwa, Murali Perumal, Christoph Franken, Edmund Telgenkämper, Stefan Merki, Shirin Eissa , Wiebke Puls / Musik: Derya Yildirim, Sebastian Reier und Tobias Levin/ Regie: Björn Bicker / BR 2020// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/gueldens-schwester-von-bjoern-bicker/1799937,['Deutsch'],['Audio']
"""Simeliberg"" von Michael Fehr","Gemeindeverwalter Anatol Griese, zugezogen aus Deutschland und somit auf ewig ein Halbfremder, fährt mit einer geladenen Schrotflinte über Land. Er soll den Sonderling Schwarz zur Begutachtung aufs Amt bringen. Hat Schwarz Anspruch auf Fürsorge? Hat er seine Frau umgebracht? Es wird viel geraunt. Sicher fungiert er als Anführer einer paramilitärischen Gruppe, die sich vorgenommen hat, den Mars zu kolonisieren.
Mit Michael Fehr, Martin Feifel, Heinz-Josef Braun, Johanna Bittenbinder, Kathrin von Steinburg, Markus Krojer, Judith Toth, Stefan Murr, Gerhard Wittmann //Komposition: Schneider TM//Gesang: Muttis Kinder/ /Regie: Kai Grehn// BR/RB 2018// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/simeliberg-von-michael-fehr/1799939,['Deutsch'],['Audio']
"""Sie hörten Nachrichten"" von Eran Schaerf","Aber was hören wir denn in Eran Schaerfs gleichnamigem Hörspiel? Keine Nachrichten, die morgen schon Schnee von gestern sind. Wir hören etwas, als ob es schon einmal gewesen wäre, während wir gleichzeitig das Hören selbst als Vergegenwärtigung eines schon vorher Gewesenen begreifen, das von neuem möglich wird.
Mit Peter Veit / Realisation: Eran Schaerf / BR 2005 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/sie-hoerten-nachrichten-von-eran-schaerf/30818,['Deutsch'],['Audio']
"""Public Radio Plays Europe"" von Christian Lösch","Das Hörspiel ist so populär wie nie zuvor. Gleichzeitig ist das Hörspiel, die einzige Kunstform, die das Radio selber hervorgebracht hat, in akuter Gefahr: Wegen Spar- und Legitimationszwängen, wegen der Konkurrenz durch globale digitale Plattformen. Eine Bestandsaufnahme mit Hörspielen aus ganz Europa. // Von Christian Lösch / Mit Caroline Ebner, Beate Himmelstoß und dem Autor / Ton und Technik: Susanne Harasim / Sound-Design: Dagmar Petrus / Realisation: Christian Lösch / BR 2018 // Jetzt anmelden für aktuelle Hörspiel-Empfehlungen: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/public-radio-plays-europe-von-christian-loesch/1348114,['Deutsch'],['Audio']
"""Alle Wege sind offen"" von Annemarie Schwarzenbach","""Sie wollen, zwei Frauen allein und ohne Türkisch zu sprechen, quer durch das Hinterland Anatoliens nach Iran fahren? Vielleicht werden Sie gar keine Schwierigkeiten haben, vielleicht aber deren genug."" Im Sommer 1939 durchquerte die Schweizer Journalistin Annemarie Schwarzenbach zusammen mit ihrer Lebensgefährtin, der Reiseschriftstellerin Ella Maillart, mit dem Auto Jugoslawien, die Türkei und Afghanistan bis nach Indien. Erst im Jahr 2000 wurde die Sammlung von Texten, die aus dieser Reise hervorgingen unter dem Titel ""Alle Wege sind offen"" veröffentlicht. Schwarzenbach schildert die Magie von Begegnungen mit Natur und Menschen, schreibt vom Glück des Unterwegsseins und protokolliert die gesellschaftlichen und politischen Veränderungen, die der immer näher kommende Zweite Weltkrieg mit sich bringt. // Komposition: Saam Schlamminger / Bearbeitung: Stefanie Ramb/Katarina Agathos / Regie: Stefanie Ramb / BR 2018 // Jetzt anmelden für aktuelle Hörspiel-Empfehlungen: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/alle-wege-sind-offen-von-annemarie-schwarzenbach/1375043,['Deutsch'],['Audio']
"""Alle Vögel fliegen hoch"" von Leonora Carrington / Ulrike Haage","Surrealistische Welten als musikalisches Hörspiel: Die Komponistin Ulrike Haage verwebt Erzählungen der Surrealistin Leonora Carrington zu einem Soundtrack voller Fabelwesen und mystischen Motiven. Mit Bernhard Schütz, Antye Greie, Ken Yamamoto// Ulrike Haage// BR 2012// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/alle-voegel-fliegen-hoch-von-leonora-carrington-ulrike-haage/30750,['Deutsch'],['Audio']
"""Der namenlose Tag (1/2)"" von Friedrich Ani","Selbstmord oder Femizid? Friedrich Anis ungewöhnlicher Ermittler Jakob Franck legt eine abgründige Familiengeschichte frei. // Mit Martin Feifel, Michaela May, Eva Löbau u.a.// Bearbeitung und Regie: Martin Heindel //BR 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter

Wenn Sie jemanden mit Selbstmordabsichten kennen oder falls Sie selbst in einer Lebenskrise stecken: Es gibt Menschen, die helfen können:  https://www.br.de/radio/bayern2/suizid-praevention-selbstmord-gedanken-wer-kann-helfen-100.html",,https://www.br.de/mediathek/podcast/hoerspiel-pool/der-namenlose-tag-1-2-von-friedrich-ani/1799568,['Deutsch'],['Audio']
"""Der namenlose Tag (2/2)"" von Friedrich Ani","Selbstmord oder Femizid? Friedrich Anis ungewöhnlicher Ermittler Jakob Franck legt eine abgründige Familiengeschichte frei. // Mit Martin Feifel, Michaela May, Eva Löbau u.a.// Bearbeitung und Regie: Martin Heindel //BR 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter

Wenn Sie jemanden mit Selbstmordabsichten kennen oder falls Sie selbst in einer Lebenskrise stecken: Es gibt Menschen, die helfen können:  https://www.br.de/radio/bayern2/suizid-praevention-selbstmord-gedanken-wer-kann-helfen-100.html
",,https://www.br.de/mediathek/podcast/hoerspiel-pool/der-namenlose-tag-2-2-von-friedrich-ani/1799570,['Deutsch'],['Audio']
"""Conversations with Birds"" von Ergo Phizmiz","Eine märchenhafte Geschichte über die Sehnsucht nach dem Fliegen. Ergo Phizmiz gelingt bei seiner artistischen Gratwanderung zwischen Soundart und Hörspiel eine enge Verknüpfung von deutscher und englischer Sprache. // Mit Juliane Meckert, Martha Moopette, Ergo Phizmiz u.a. / Komposition und Realisation: Ergo Phizmiz / BR 2012 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/conversations-with-birds-von-ergo-phizmiz/31109,['Deutsch'],['Audio']
"ARD Radio Tatort ""Liebesinsel"" von Tom Peuckert","Erfroren auf der ""Liebesinsel"" in Stralau? Was hatte die 85jährige demente Maria Berendt dort zu suchen? Die Ermittlungen führen LKA-Kommissar Christian Wonder in das Pflegeheim der alten Dame und damit tief in ein Geflecht aus menschlicher Überforderung und wirtschaftlichem Kalkül. // Mit Felix Kramer u.a. / Komposition: Tarwater / Regie: Kai Grehn / rbb 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/ard-radio-tatort-liebesinsel-von-tom-peuckert/1798847,['Deutsch'],['Audio']
"""Erinnerungen einer Überflüssigen (2/2)"" von Lena Christ","Innere und äußere Kämpfe im katholischen Bayern an der Wende vom 19. zum 20. Jahrhundert. Von der Mutter als billige Arbeitskraft ausgenutzt und misshandelt, als Ordensschwester kleingehalten und genötigt, vom gewalttätigen Ehemann gepeinigt. Erst durch das Schreiben gelingt es Lena Christ für ihre Rechte einzutreten. Mit schonungsloser und direkter Sprache zeichnet sie ein eindringliches Bild ihres Lebens. / Mit Brigitte Hobmeier, Helena Schrei , Sarah Camp, Klaus Stiglmeier, Johanna Bittenbinder, Winfried Frey, Stefan Murr u.a. / Komposition: Evi Keglmaier, Greulix Schrank / Bearbeitung und Regie: Stefanie Ramb / BR 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/erinnerungen-einer-ueberfluessigen-2-2-von-lena-christ/1798179,['Deutsch'],['Audio']
"""Erinnerungen einer Überflüssigen (1/2)"" von Lena Christ","Innere und äußere Kämpfe im katholischen Bayern an der Wende vom 19. zum 20. Jahrhundert. Von der Mutter als billige Arbeitskraft ausgenutzt und misshandelt, als Ordensschwester kleingehalten und genötigt, vom gewalttätigen Ehemann gepeinigt. Erst durch das Schreiben gelingt es Lena Christ für ihre Rechte einzutreten. Mit schonungsloser und direkter Sprache zeichnet sie ein eindringliches Bild ihres Lebens. / Mit Brigitte Hobmeier, Helena Schrei , Sarah Camp, Klaus Stiglmeier, Johanna Bittenbinder, Winfried Frey, Stefan Murr u.a. / Komposition: Evi Keglmaier, Greulix Schrank / Bearbeitung und Regie: Stefanie Ramb / BR 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/erinnerungen-einer-ueberfluessigen-1-2-von-lena-christ/1798176,['Deutsch'],['Audio']
M - Eine Stadt sucht einen Mörder (Wer hat Angst vor was eigentlich?),"Die strikten Maßnahmen gegen die Verbreitung der Pandemie und die damit einhergehende Veränderung der Gesellschaft waren Inspiration für Schorsch Kameruns ""M""-Adaption. Darin wird der Stoff zum Spiegel- und Zerrbild einer Gegenwart, die sich zunehmend als gefährdet empfindet. Gibt es überhaupt die eine Schuld, ""den Schrecken"", der dingfest zu machen ist? 

Eine Koproduktion des Bayerischen Rundfunks mit dem Residenztheater, in Zusammenarbeit mit der Münchener Biennale.",,https://www.br.de/mediathek/podcast/hoerspiel-pool/m-eine-stadt-sucht-einen-moerder-wer-hat-angst-vor-was-eigentlich/1797801,['Deutsch'],['Audio']
"""Der jüdische Gerichtsvollzieher"" von Richard Oehmann und Siegfried Lichtenstaedter","Darf ein Jude Gerichtsvollzieher werden?"" fragt sich ganz Anthropopolis, eine beschauliche Großstadt im Großherzogtum Anthropopolitanien. Tatsächlich hat ein Jude diesen Beamtenposten bekommen. Und da es nur einen einzigen solchen Posten im  Land gibt, ist vor allem die völkische Presse besorgt: das Judentum besetzt ja nunmehr 100 % der Gerichtsvollzieherei. Ein bairisch-anthropopolitanisches Hörspiel, eine behagliche Antisemitismus-Satire nach einer Kurzgeschichte aus dem Jahre 1926 von Siegfried Lichtenstaedter. 

Mit Heinz-Josef Braun, Wowo Habdank, Maria Hafner, Ercan Karacayli, Gerd Lohmeyer, Nikola Norgauer,  Richard Oehmann, Christine Prayon, Georgia Stahl, Thomas Unger und Gerhard Wittmann/ Komposition: Maria Hafner/ Musikalische Mitwirkung: Andreas Stauber und Michel Watzinger/Bearbeitung und Regie: Richard Oehmann// BR 2020// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter
",,https://www.br.de/mediathek/podcast/hoerspiel-pool/der-juedische-gerichtsvollzieher-von-richard-oehmann-und-siegfried-lichtenstaedter/1797793,['Deutsch'],['Audio']
Heike Geißler/Anke Dyes: Fragen für alle,"Sind Sie gerade allein? Sind Sie froh dort zu sein, wo Sie gerade sind? Was fehlt? Fragen irritieren oder motivieren. Sie können Antworten provozieren, Ratlosigkeit und neue Fragen. Sie können die Augen öffnen für die Welt, oder den Befragten auf sich selbst zurückwerfen. So vielfältig und vielschichtig Fragen sind, so wichtig bleibt eines: Dass sie gestellt werden. Und deshalb haben die Autorin Heike Geißler und die Künstlerin Anke Dyes ein scheinbar nicht enden wollendes Fragenkonvolut zusammengestellt, mit dem sie Bekannte, Passanten und den Hörer ihres Hörspiels konfrontieren. //Mit Beate Himmelstoß, Peter Veit sowie 47 Fragende und Befragte / Realisation: Heike Geißler/Anke Dyes / BR 2016 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/heike-geissler-anke-dyes-fragen-fuer-alle/30820,['Deutsch'],['Audio']
"""Die Feuerbringer. Eine Schlager-Operetta"" von Tomer Gardi","Liebe. Sehnsucht. Leidenschaft. Was ist am deutschen Schlager eigentlich deutsch? Die Bandmitglieder der ""Feuerbringer"" sind von weither gekommen und hinterfragen im ""Schlagerworkshop für Migranten"" die selig-schummrige Gemütlichkeit der deutschen Leitkultur. / Mit Christina Meyer, Doris Schmeer, Omar Sheik Khamiis, William Cohn, Tomer Gardi / Komposition: Christian Hecker, Rainer Quade / Regie: Susanne Krings / WDR/BR 2018 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/die-feuerbringer-eine-schlager-operetta-von-tomer-gardi/1797406,['Deutsch'],['Audio']
"ARD Radio Tatort: ""Das dritte Ohr"" mit dem Züricher Kommissär H.P. Anliker","H.P. Anliker, berühmter Kommissär der Zürcher Polizei, begibt sich wegen Hörproblemen in Behandlung in eine auf ""Burnout"" spezialisierte Klinik. Doch die ländliche Idylle führt nicht zur Erholung. Anliker sieht im Wald eine Leiche, die kurz darauf wieder verschwunden ist. Sind hier dunkle Machenschaften am Werk oder verliert Anliker seine Sinne? // Mit Michael Neuenschwander u.a. / Komposition: Ulrich Bassenge / Regie: Susanne Janson / SRF 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/ard-radio-tatort-das-dritte-ohr-mit-dem-zuericher-kommissaer-h-p-anliker/1797364,['Deutsch'],['Audio']
"""Unbekannte Meister 4. Eine Einführung in das Werk von Klara Khalil"" von Jakob Nolte","Es gibt nichts, was nicht auch Werbung wäre. Außer Werbung. Denn Werbung ist nur Werbung. Zumindest die Werbung, an der die Außenseiterkünstlerin Klara Khalil interessiert war und die sie bis zu ihrem spektakulären Tod völlig neu gedacht hat. Das Hörspiel beleuchtet die Hintergründe von Khalils Arbeit, die zum Großteil aus  Radiowerbungen besteht, die, so schätzt man, von niemandem je gehört wurden. // Mit Katja Bürkle, Nicolai Despot, Ercan Karacayli, Mira Mann, Helga Fellerer und Mehmet Sözer / Komposition: Moritz Löwe / Regie: Jakob Nolte / BR 2018 // www.hörspielpool.de",,https://www.br.de/mediathek/podcast/hoerspiel-pool/unbekannte-meister-4-eine-einfuehrung-in-das-werk-von-klara-khalil-von-jakob-nolte/994813,['Deutsch'],['Audio']
"""Bruder an der Pforte"" von Fritz Meingast","Papst Pius XI. sprach den Kapuzinerbruder Konrad von Parzham 1934 in Rom heilig -  fünftausend deutsche Pilger feierten ihn damals in der Peterskirche. Konrad, der 1818 als neuntes Kind einfacher Bauersleute zur Welt kam, wurde 1849 in den Kapuzinerorden aufgenommen und versah über vier Jahrzehnte den verantwortungsvollen und schweren Dienst eines Bruders an der Pforte im Altöttinger Kapuzinerkloster St. Anna.  Alle, die bei ihm Hilfe suchten, verehren ihn schon zu Lebzeiten wie einen Heiligen.

/Mit Kurt Stieler, Willy Rösner, Kurt Horwitz, Carl Wery, Richard Häußler//Komposition: Ferdinand Rexhäuser,//Regie: Walter Ohm// BR 1953// Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter
",,https://www.br.de/mediathek/podcast/hoerspiel-pool/bruder-an-der-pforte-von-fritz-meingast/1797017,['Deutsch'],['Audio']
"Dokumentarisches Hörspiel ""Föhrenwald"" von Michaela Melián","Die 1937 in München gebaute Mustersiedlung Föhrenwald hat eine wechselvolle Geschichte, die sich in der Benennung ihrer Straßen und Plätze abbildet: der Adolf-Hitler-Platz wurde zum Independence Place, dann zum Kolping-Platz. Die Siedlung diente als geschlossenes Lager für Zwangsarbeiter, nach dem Zweiten Weltkrieg als Auffanglager für Displaced Persons - europäische, meist polnische Juden, Überlebende des Holocaust, die als heimatlose Ausländer auf eine Ausreise nach Israel oder Amerika hofften. Erst ab 1955 zogen in Föhrenwald freiwillige Bewohner ein, kinderreiche Familien und Heimatvertriebene, die sich Siedler nannten. // Mit Philip Götz, Leonie Hofmann, Gabriel Hecker, Marion Breckwoldt, Peter Brombacher, Eva Gosciejewicz, Hans Kremer, Anna Barbara Kurek, Stefan Merki, Stefan Zinner / Komposition: Michaela Melián, Carl Oesterhelt / Realisation:  Komposition: Michaela Melián / BR/kunstraum muenchen 2005",,https://www.br.de/mediathek/podcast/hoerspiel-pool/dokumentarisches-hoerspiel-foehrenwald-von-michaela-meli-n/31062,['Deutsch'],['Audio']
"""The Alfred Hitchcock Show"" - Die einzige Hörspielarbeit des ""Masters of Suspense""","Edmond Bickley wird aus Mangel an Beweisen vom Verdacht freigesprochen, seine Frau Julia heimtückisch mit einer Überdosis Morphium ermordet zu haben. Als er daraufhin seiner Geliebten einen Antrag macht, teilt diese ihm mit, dass sie einen anderen heiraten möchte. Bickley versucht sie und seinen Rivalen zu vergiften, doch diesmal kommt er nicht mit dem Leben davon. // Mit Alfred Hitchcock, Edwin McDonald, Jeff Corey, Janet Waldau, Norman Field, Tom Holland / Realisation: Bernhard Jugel / Lawrence & Lee 1945/BR 1999 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/the-alfred-hitchcock-show-die-einzige-hoerspielarbeit-des-masters-of-suspense-1/1797293,['Deutsch'],['Audio']
"3D-Hörspiel ""Tell me something good, Stockhausen! Digitale Gesänge"" von wittmann/zeitblom","Binaurales Hörspiel, für Kopfhörer optimiert. Inspiriert vom Pionier der Elektromusik Karlheinz Stockhausen nutzen wittmann/zeitblom die technischen Möglichkeiten des Jahres 2020 für ein Hörspiel über die totale Kontrolle durch eine künstliche Superintelligenz. // Mit Alice Dwyer, Sabin Tambrea, PURE Vox Machine, Christian Wittmann, Mika Bajinski, Sinclair Zedecks / Komposition und Regie: wittmann/zeitblom / NDR/DLF/BR 2020 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/3d-hoerspiel-tell-me-something-good-stockhausen-digitale-gesaenge-von-wittmann-zeitblom/1795701,['Deutsch'],['Audio']
"""Rebecca"" (1/2) von Daphne du Maurier - Hörspiel des von Hitchcock verfilmten Erfolgsromans","Mrs. de Winter spürt auf dem Landsitz Manderley die Allgegenwart von Rebecca, der ersten Ehefrau ihres Mannes, die unter mysteriösen Umständen ums Leben kam. Als eines Tages Rebeccas Leiche geborgen wird, treibt das Unheil seinem Höhepunkt zu. ""Rebecca"" war Alfred Hitchcocks erste Auftragsarbeit in Hollywood. // Aus dem Englischen von Gustav Hartung / Mit Peter Pasetti, Cordula Trantow, Eva Vaitl, Harald Leipnitz, Vera Friedtberg u.a. / Bearbeitung: Anke Beckert / Regie: Heinz-Günter Stamm / BR 1973 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/rebecca-1-2-von-daphne-du-maurier-hoerspiel-des-von-hitchcock-verfilmten-erfolgsromans/1796049,['Deutsch'],['Audio']
"""Rebecca"" (2/2) von Daphne du Maurier - Hörspiel des von Hitchcock verfilmten Erfolgsromans","Mrs. de Winter spürt auf dem Landsitz Manderley die Allgegenwart von Rebecca, der ersten Ehefrau ihres Mannes, die unter mysteriösen Umständen ums Leben kam. Als eines Tages Rebeccas Leiche geborgen wird, treibt das Unheil seinem Höhepunkt zu. ""Rebecca"" war Alfred Hitchcocks erste Auftragsarbeit in Hollywood. // Aus dem Englischen von Gustav Hartung / Mit Peter Pasetti, Cordula Trantow, Eva Vaitl, Harald Leipnitz, Vera Friedtberg u.a. / Bearbeitung: Anke Beckert / Regie: Heinz-Günter Stamm / BR 1973 // Aktuelle Hörspiel-Empfehlungen per Mail: www.hörspielpool.de/newsletter",,https://www.br.de/mediathek/podcast/hoerspiel-pool/rebecca-2-2-von-daphne-du-maurier-hoerspiel-des-von-hitchcock-verfilmten-erfolgsromans/1796096,['Deutsch'],['Audio']
